date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:08:48	166225/166225	---M-Z	200	added ('OK')	text/css	etag:%2228951-5be18d9caea80-gzip%22	https://saintnicholashospital.com/wp-content/plugins/codecanyon-16973546-agile-store-locator-google-maps-for-wordpress/public/css/all-css.min.css?ver=4.6.5	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/codecanyon-16973546-agile-store-locator-google-maps-for-wordpress/public/css/all-css.min1dc6.css	(from https://saintnicholashospital.com/)
00:08:48	2859/2859	---M-Z	200	added ('OK')	text/css	etag:%22b2b-5fcfd7859b3a2-gzip%22	https://saintnicholashospital.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.7.7	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/contact-form-7/includes/css/stylesf2b4.css	(from https://saintnicholashospital.com/)
00:08:48	128983/128983	---M-Z	200	added ('OK')	text/css	etag:%221f7d7-5f6fa9843e427-gzip%22	https://saintnicholashospital.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.19	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/google-language-translator/css/stylece68.css	(from https://saintnicholashospital.com/)
00:08:49	5732/5732	---M-Z	200	added ('OK')	text/css	etag:%221664-5f6fa9843e427-gzip%22	https://saintnicholashospital.com/wp-content/plugins/google-language-translator/css/toolbar.css?ver=6.0.19	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/google-language-translator/css/toolbarce68.css	(from https://saintnicholashospital.com/)
00:08:49	11000/11000	---M-Z	200	added ('OK')	text/css	etag:%222af8-5f98a4afebb7a-gzip%22	https://saintnicholashospital.com/wp-content/plugins/mp-timetable/media/css/style.css?ver=2.4.9	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/mp-timetable/media/css/style8dff.css	(from https://saintnicholashospital.com/)
00:08:49	58845/58845	---M-Z	200	added ('OK')	text/css	etag:%22e5dd-5fc5b9cec43ef-gzip%22	https://saintnicholashospital.com/wp-content/plugins/payment-forms-for-paystack/public/css/pff-paystack-style.css?ver=2.0.0	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/payment-forms-for-paystack/public/css/pff-paystack-style001e.css	(from https://saintnicholashospital.com/)
00:08:50	21984/21984	---M-Z	200	added ('OK')	text/css	etag:%2255e0-5fc5b9cec43ef-gzip%22	https://saintnicholashospital.com/wp-content/plugins/payment-forms-for-paystack/public/css/font-awesome.min.css?ver=2.0.0	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/payment-forms-for-paystack/public/css/font-awesome.min001e.css	(from https://saintnicholashospital.com/)
00:08:50	1440/1440	---M-Z	200	added ('OK')	text/css	etag:%225a0-5dfa973463000-gzip%22	https://saintnicholashospital.com/wp-content/plugins/preloader-plus/assets/css/preloader-plus.min.css?ver=2.2.1	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/preloader-plus/assets/css/preloader-plus.min77e6.css	(from https://saintnicholashospital.com/)
00:08:50	19443/19443	---M-Z	200	added ('OK')	text/css	etag:%224bf3-5ff0881364d0b-gzip%22	https://saintnicholashospital.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minfc13.css	(from https://saintnicholashospital.com/)
00:08:51	9921/9921	---M-Z	200	added ('OK')	text/css	etag:%2226c1-5ff08813468a1-gzip%22	https://saintnicholashospital.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.14.1	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/elementor/assets/css/frontend-legacy.mina1c3.css	(from https://saintnicholashospital.com/)
00:08:51	157039/157039	---M-Z	200	added ('OK')	text/css	etag:%222656f-5ff08813468a1-gzip%22	https://saintnicholashospital.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.14.1	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/elementor/assets/css/frontend.mina1c3.css	(from https://saintnicholashospital.com/)
00:08:52	12876/12876	---M-Z	200	added ('OK')	text/css	etag:%22324c-5ff08813727d0-gzip%22	https://saintnicholashospital.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://saintnicholashospital.com/)
00:08:52	1101/1101	---M-Z	200	added ('OK')	text/css	etag:%2244d-5f4c7676bb6ff-gzip%22	https://saintnicholashospital.com/wp-content/uploads/elementor/css/post-179.css?ver=1676512154	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/uploads/elementor/css/post-179c03f.css	(from https://saintnicholashospital.com/)
00:08:52	1715/1715	---M-Z	200	added ('OK')	text/css	etag:%226b3-5fe7baec76820-gzip%22	https://saintnicholashospital.com/wp-content/plugins/ameliabooking/public/css/frontend/elementor.css?ver=1.0.81	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/ameliabooking/public/css/frontend/elementord89b.css	(from https://saintnicholashospital.com/)
00:08:53	160362/160362	---M-Z	200	added ('OK')	text/css	etag:%222726a-5bdf869ac6c80-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/bootstrap/css/bootstrap.min.css?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/bootstrap/css/bootstrap.min3781.css	(from https://saintnicholashospital.com/)
00:08:53	3356/3356	---M-Z	200	added ('OK')	text/css	etag:%22d1c-5bdf869ac6c80-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/owl-carousel/assets/owl.carousel.min.css?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/owl-carousel/assets/owl.carousel.min3781.css	(from https://saintnicholashospital.com/)
00:08:53	1018/1018	---M-Z	200	added ('OK')	text/css	etag:%223fa-5bdf869ac6c80-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/owl-carousel/assets/owl.theme.default.min.css?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/owl-carousel/assets/owl.theme.default.min3781.css	(from https://saintnicholashospital.com/)
00:08:54	160635/160635	---M-Z	200	added ('OK')	text/css	etag:%222737b-5bdf8699d2a40-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/css/all.min.css?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/css/all.min3781.css	(from https://saintnicholashospital.com/)
00:08:54	7232/7232	---M-Z	200	added ('OK')	text/css	etag:%221c40-5bdf869ac6c80-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/magnific-popup/magnific-popup.css?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/magnific-popup/magnific-popup3781.css	(from https://saintnicholashospital.com/)
00:08:55	8433/8433	---M-Z	200	added ('OK')	text/css	etag:%2220f1-5bdf869ac6c80-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/themesion-base-icons/css/themesion-base-icons.css?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/themesion-base-icons/css/themesion-base-icons3781.css	(from https://saintnicholashospital.com/)
00:08:55	13325/13325	---M-Z	200	added ('OK')	text/css	etag:%22340d-5bdf869ac6c80-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/balloon/balloon.min.css?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/balloon/balloon.min3781.css	(from https://saintnicholashospital.com/)
00:08:56	52462/52462	---M-Z	200	added ('OK')	text/css	etag:%22ccee-5f20f66ef7600-gzip%22	https://saintnicholashospital.com/wp-content/thsn-doctery-css/theme-style.min.css?ver=555318	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/thsn-doctery-css/theme-style.min204b.css	(from https://saintnicholashospital.com/)
00:08:56	18810/18810	---M-Z	200	added ('OK')	text/css	etag:%22497a-5bdf8699d2a40-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/css/responsive.min.css?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/css/responsive.min3781.css	(from https://saintnicholashospital.com/)
00:08:56	26622/26622	---M-Z	200	added ('OK')	text/css	etag:%2267fe-5ff885017781c-gzip%22	https://saintnicholashospital.com/wp-content/uploads/elementor/css/post-178.css?ver=1688335807	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/uploads/elementor/css/post-1783847.css	(from https://saintnicholashospital.com/)
00:08:57	41106/41106	---M-Z	200	added ('OK')	text/css	etag:%22a092-5bdf869ac6c80-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/material-icons/css/material-icons.min.css?ver=1.0.0	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/material-icons/css/material-icons.min8a54.css	(from https://saintnicholashospital.com/)
00:08:57	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-5ff0881367bec-gzip%22	https://saintnicholashospital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://saintnicholashospital.com/)
00:08:57	677/677	---M-Z	200	added ('OK')	text/css	etag:%222a5-5ff0881367bec-gzip%22	https://saintnicholashospital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://saintnicholashospital.com/)
00:08:58	98876/98876	---MCZ	200	added ('OK')	text/css	date:Tue,%2030%20May%202023%2017:03:31%20GMT	https://c0.wp.com/p/jetpack/12.2.1/css/jetpack.css	C:/My%20Web%20Sites/chops/c0.wp.com/p/jetpack/12.2.1/css/jetpack.css	(from https://saintnicholashospital.com/)
00:08:58	89815/89815	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2008%20Mar%202023%2018:37:33%20GMT	https://c0.wp.com/c/6.2.2/wp-includes/js/jquery/jquery.min.js	C:/My%20Web%20Sites/chops/c0.wp.com/c/6.2.2/wp-includes/js/jquery/jquery.min.js	(from https://saintnicholashospital.com/)
00:08:58	13424/13424	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2020:59:15%20GMT	https://c0.wp.com/c/6.2.2/wp-includes/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/chops/c0.wp.com/c/6.2.2/wp-includes/js/jquery/jquery-migrate.min.js	(from https://saintnicholashospital.com/)
00:08:59	925/925	---M-Z	200	added ('OK')	text/javascript	etag:%2239d-5f0d969f84100-gzip%22	https://saintnicholashospital.com/wp-content/plugins/ionos-assistant/js/cookies.js?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/ionos-assistant/js/cookies3781.js	(from https://saintnicholashospital.com/)
00:08:59	2253/2253	---M-Z	200	added ('OK')	text/javascript	etag:%228cd-5fb7534acb7de-gzip%22	https://saintnicholashospital.com/wp-content/plugins/no-right-click-images-plugin/no-right-click-images.js	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/no-right-click-images-plugin/no-right-click-images.js	(from https://saintnicholashospital.com/)
00:08:59	1164/1164	---M-Z	200	added ('OK')	text/javascript	etag:%2248c-5f0d9885e3c80-gzip%22	https://saintnicholashospital.com/wp-content/plugins/preloader-plus//assets/js/preloader-plus.min.js?ver=2.2.1	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/preloader-plus/assets/js/preloader-plus.min77e6.js	(from https://saintnicholashospital.com/)
00:09:00	9034/9034	---M-Z	200	added ('OK')	text/javascript	etag:%22234a-5f0d98f5783c0-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/waypoints/jquery.waypoints.min.js?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/waypoints/jquery.waypoints.min3781.js	(from https://saintnicholashospital.com/)
00:09:00	4454/4454	---M-Z	200	added ('OK')	text/javascript	etag:%221166-5f0d9900e9ec0-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/jquery-circle-progress/circle-progress.min.js?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/jquery-circle-progress/circle-progress.min3781.js	(from https://saintnicholashospital.com/)
00:09:02	3097/3097	---M-Z	200	added ('OK')	text/javascript	etag:%22c19-5f0d98f0b3880-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/numinate/numinate.min.js?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/numinate/numinate.min3781.js	(from https://saintnicholashospital.com/)
00:09:03	44348/44348	---M-Z	200	added ('OK')	text/javascript	etag:%22ad3c-5f0d97ee416c0-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/owl-carousel/owl.carousel.min.js?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/owl-carousel/owl.carousel.min3781.js	(from https://saintnicholashospital.com/)
00:09:03	20229/20229	---M-Z	200	added ('OK')	text/javascript	etag:%224f05-5f0d980dba100-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/magnific-popup/jquery.magnific-popup.min.js?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/magnific-popup/jquery.magnific-popup.min3781.js	(from https://saintnicholashospital.com/)
00:09:04	5504/5504	---M-Z	200	added ('OK')	text/javascript	etag:%221580-5f0d994b4ce40-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/sticky-toolkit/jquery.sticky-kit.min.js?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/sticky-toolkit/jquery.sticky-kit.min3781.js	(from https://saintnicholashospital.com/)
00:09:04	13422/13422	---M-Z	200	added ('OK')	text/javascript	etag:%22346e-5f0d96636f340-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/js/core.min.js?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/js/core.min3781.js	(from https://saintnicholashospital.com/)
00:09:05	10332/10332	---M-Z	200	added ('OK')	text/javascript	etag:%22285c-5f0d96125f400-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/js/section.min.js?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/js/section.min3781.js	(from https://saintnicholashospital.com/)
00:09:05	35454/35454	---M-Z	200	added ('OK')	text/javascript	etag:%228a7e-5f0d990a73540-gzip%22	https://saintnicholashospital.com/wp-content/themes/doctery/libraries/isotope/isotope.pkgd.min.js?ver=6.2.2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/themes/doctery/libraries/isotope/isotope.pkgd.min3781.js	(from https://saintnicholashospital.com/)
00:09:09	124184/124184	---MC-	200	added ('OK')	application/json	date:Tue,%2004%20Jul%202023%2023:09:05%20GMT	https://saintnicholashospital.com/wp-json/wp/v2/pages/178	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-json/wp/v2/pages/178.json	(from https://saintnicholashospital.com/)
00:09:10	390533/390533	---MC-	200	added ('OK')	application/json	date:Tue,%2004%20Jul%202023%2023:09:06%20GMT	https://saintnicholashospital.com/wp-json/	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-json/index.html	(from https://saintnicholashospital.com/)
00:09:11	865/865	---MC-	200	added ('OK')	text/xml	date:Tue,%2004%20Jul%202023%2023:09:08%20GMT	https://saintnicholashospital.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/chops/saintnicholashospital.com/xmlrpc0db0.php	(from https://saintnicholashospital.com/)
00:09:12	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-5bdbcc8ce0700-gzip%22	https://saintnicholashospital.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-includes/wlwmanifest.xml	(from https://saintnicholashospital.com/)
00:09:13	2682/2682	---MC-	200	added ('OK')	application/json	date:Tue,%2004%20Jul%202023%2023:09:11%20GMT	https://saintnicholashospital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsaintnicholashospital.com%2F	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-json/oembed/1.0/embed6399.json	(from https://saintnicholashospital.com/)
00:09:14	2787/2787	---MC-	200	added ('OK')	text/xml	date:Tue,%2004%20Jul%202023%2023:09:13%20GMT	https://saintnicholashospital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsaintnicholashospital.com%2F&format=xml	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-json/oembed/1.0/embed8879	(from https://saintnicholashospital.com/)
00:09:15	6284/6284	---M--	200	added ('OK')	text/html	etag:%22188c-5fd94599074e5%22	https://saintnicholashospital.com/wp-content/plugins/wordpress-popup/assets/hustle-ui/fonts/hustle-icons-font.woff2	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/plugins/wordpress-popup/assets/hustle-ui/fonts/hustle-icons-font.html	(from https://saintnicholashospital.com/)
00:09:16	1138/1138	---M--	200	added ('OK')	image/png	etag:%22a1b3bf7b0074939c%22	https://i0.wp.com/saintnicholashospital.com/wp-content/uploads/2021/04/cropped-Untitled_design__39_-removebg-preview.png?fit=32%2C32&ssl=1	C:/My%20Web%20Sites/chops/i0.wp.com/saintnicholashospital.com/wp-content/uploads/2021/04/cropped-Untitled_design__39_-removebg-previewe43b.png	(from https://saintnicholashospital.com/)
00:09:16	5910/5910	---M--	200	added ('OK')	image/png	etag:%22b95185a0fd4841e7%22	https://i0.wp.com/saintnicholashospital.com/wp-content/uploads/2021/04/cropped-Untitled_design__39_-removebg-preview.png?fit=192%2C192&ssl=1	C:/My%20Web%20Sites/chops/i0.wp.com/saintnicholashospital.com/wp-content/uploads/2021/04/cropped-Untitled_design__39_-removebg-preview98d8.png	(from https://saintnicholashospital.com/)
00:09:16	5459/5459	---M--	200	added ('OK')	image/png	etag:%2292b7a331048021bd%22	https://i0.wp.com/saintnicholashospital.com/wp-content/uploads/2021/04/cropped-Untitled_design__39_-removebg-preview.png?fit=180%2C180&ssl=1	C:/My%20Web%20Sites/chops/i0.wp.com/saintnicholashospital.com/wp-content/uploads/2021/04/cropped-Untitled_design__39_-removebg-previewf9b5.png	(from https://saintnicholashospital.com/)
00:09:17	63550/63550	---M--	200	added ('OK')	image/png	etag:%22f83e-5be503bf31200%22	https://saintnicholashospital.com/wp-content/uploads/2021/03/SNH-LOGO0.png	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/uploads/2021/03/SNH-LOGO0.png	(from https://saintnicholashospital.com/)
00:09:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Jul%202023%2023:09:16%20GMT	https://saintnicholashospital.com/saintnicholashospital.com/privacy-policy/	C:/My%20Web%20Sites/chops/saintnicholashospital.com/saintnicholashospital.com/privacy-policy/index.html	(from https://saintnicholashospital.com/)
00:09:18	40941/40941	---M--	200	added ('OK')	image/png	etag:%229fed-5be503bb60900%22	https://saintnicholashospital.com/wp-content/uploads/2021/03/SNH-WHITE.png	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/uploads/2021/03/SNH-WHITE.png	(from https://saintnicholashospital.com/)
00:09:19	91881/91881	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jul%202023%2023:09:17%20GMT	https://saintnicholashospital.com/faq/	C:/My%20Web%20Sites/chops/saintnicholashospital.com/faq/index.html	(from https://saintnicholashospital.com/)
00:09:19	58239/58239	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jul%202023%2023:09:17%20GMT	https://saintnicholashospital.com/patient-bill-of-right/	C:/My%20Web%20Sites/chops/saintnicholashospital.com/patient-bill-of-right/index.html	(from https://saintnicholashospital.com/)
00:09:20	732887/732887	---M--	200	added ('OK')	application/pdf	etag:%22b2ed7-5cdc097ef2380%22	https://saintnicholashospital.com/wp-content/uploads/2021/10/Retainership-at-St.-Nicholas-Hospital-.pdf	C:/My%20Web%20Sites/chops/saintnicholashospital.com/wp-content/uploads/2021/10/Retainership-at-St.-Nicholas-Hospital-.pdf	(from https://saintnicholashospital.com/)
